T,E,Agent_type,Scenario,Trading,RUN_NUMBER
141.0,1.0,random,Baseline,True,1
161.0,1.0,random,Baseline,True,1
200.0,1.0,random,Baseline,True,1
181.0,1.0,random,Baseline,True,1
181.0,1.0,random,Baseline,True,1
141.0,1.0,random,Baseline,True,1
131.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
135.0,1.0,random,Baseline,True,1
151.0,1.0,random,Baseline,True,1
161.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
190.0,1.0,random,Baseline,True,1
151.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
101.0,1.0,random,Baseline,True,1
131.0,1.0,random,Baseline,True,1
147.0,1.0,random,Baseline,True,1
181.0,1.0,random,Baseline,True,1
161.0,1.0,random,Baseline,True,1
200.0,1.0,random,Baseline,True,1
190.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
141.0,1.0,random,Baseline,True,1
141.0,1.0,random,Baseline,True,1
190.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
101.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
101.0,1.0,random,Baseline,True,1
131.0,1.0,random,Baseline,True,1
101.0,1.0,random,Baseline,True,1
151.0,1.0,random,Baseline,True,1
151.0,1.0,random,Baseline,True,1
171.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
171.0,1.0,random,Baseline,True,1
200.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
101.0,1.0,random,Baseline,True,1
101.0,1.0,random,Baseline,True,1
190.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
131.0,1.0,random,Baseline,True,1
171.0,1.0,random,Baseline,True,1
177.0,1.0,random,Baseline,True,1
181.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
151.0,1.0,random,Baseline,True,1
190.0,1.0,random,Baseline,True,1
131.0,1.0,random,Baseline,True,1
161.0,1.0,random,Baseline,True,1
131.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
171.0,1.0,random,Baseline,True,1
181.0,1.0,random,Baseline,True,1
141.0,1.0,random,Baseline,True,1
101.0,1.0,random,Baseline,True,1
131.0,1.0,random,Baseline,True,1
101.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
200.0,1.0,random,Baseline,True,1
141.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
151.0,1.0,random,Baseline,True,1
151.0,1.0,random,Baseline,True,1
101.0,1.0,random,Baseline,True,1
181.0,1.0,random,Baseline,True,1
171.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
200.0,1.0,random,Baseline,True,1
181.0,1.0,random,Baseline,True,1
131.0,1.0,random,Baseline,True,1
200.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
131.0,1.0,random,Baseline,True,1
101.0,1.0,random,Baseline,True,1
181.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
190.0,1.0,random,Baseline,True,1
131.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
101.0,1.0,random,Baseline,True,1
121.0,1.0,random,Baseline,True,1
131.0,1.0,random,Baseline,True,1
190.0,1.0,random,Baseline,True,1
111.0,1.0,random,Baseline,True,1
200.0,1.0,random,Baseline,True,1
171.0,1.0,random,Baseline,True,1
